"JOR";"2009";"6316";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"JPN";"2009";"127156";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"KAZ";"2009";"15637";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"KEN";"2009";"39802";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"KGZ";"2009";"5482";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"KHM";"2009";"14805";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"KIR";"2009";"98";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"KNA";"2009";"52";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"KOR";"2009";"48333";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"KWT";"2009";"2985";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"LAO";"2009";"6320";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"LBN";"2009";"4224";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"LBR";"2009";"3955";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"LBY";"2009";"6420";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"LCA";"2009";"172";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"LIE";"2009";"36";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"LKA";"2009";"20238";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"LSO";"2009";"2067";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"LTU";"2009";"3287";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"LUX";"2009";"486";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"LVA";"2009";"2249";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MAR";"2009";"31993";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MCO";"2009";"33";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MDA";"2009";"3604";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MDG";"2009";"19625";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MDV";"2009";"309";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MEX";"2009";"109610";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MHL";"2009";"62";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MKD";"2009";"2042";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MLI";"2009";"13010";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MLT";"2009";"409";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MMR";"2009";"50020";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MNE";"2009";"624";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MNG";"2009";"2671";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MOZ";"2009";"22894";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MRT";"2009";"3291";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MUS";"2009";"1288";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MWI";"2009";"15263";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"MYS";"2009";"27468";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"NAM";"2009";"2171";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"NER";"2009";"15290";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"NGA";"2009";"154729";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"NIC";"2009";"5743";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"NIU";"2009";"1";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"NLD";"2009";"16592";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"NOR";"2009";"4812";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"NPL";"2009";"29331";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"NRU";"2009";"10";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"NZL";"2009";"4266";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"OMN";"2009";"2845";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"PAK";"2009";"180808";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"PAN";"2009";"3454";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"PER";"2009";"29165";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"PHL";"2009";"91983";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"PLW";"2009";"20";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"PNG";"2009";"6732";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"POL";"2009";"38074";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"PRK";"2009";"23906";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"PRT";"2009";"10707";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"PRY";"2009";"6349";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"QAT";"2009";"1409";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"ROU";"2009";"21275";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"RUS";"2009";"140874";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"RWA";"2009";"9998";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SAU";"2009";"25721";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SDN";"2009";"42272";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SEN";"2009";"12534";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SGP";"2009";"4737";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SLB";"2009";"523";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
"SLE";"2009";"5696";"1000";"http://aims.fao.org/aos/geopolitical.owl";"Population data from the UN Population Division and the data refers to the UN Revision 2008"
